sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2023-11-16;524,00;526,00;518,00;534,00;518,00;527,00;527,151;29085;15331523;581;
2023-11-15;518,00;521,00;514,00;537,00;512,00;518,00;525,691;42264;22218432;852;
2023-11-14;510,00;513,00;480,00;514,00;472,00;514,00;493,586;40705;20092784;810;
2023-11-13;469,00;470,00;470,00;472,00;465,50;469,50;468,988;14466;6784558,75;325;
2023-11-10;462,50;464,00;466,50;466,50;458,00;463,00;463,076;9530;4413111,5;340;
2023-11-09;465,50;467,00;464,50;469,00;464,50;465,00;466,039;8187;3815398,75;259;
2023-11-08;463,00;464,50;457,50;467,00;453,00;465,50;464,938;50474;23466563,5;477;
2023-11-07;455,50;457,50;440,00;474,00;436,50;455,50;453,571;57771;26202954;967;
2023-11-06;447,00;448,00;450,00;451,50;445,00;446,00;447,289;5602;2505713,5;209;
2023-11-03;450,00;451,50;454,50;457,00;449,50;449,50;453,825;13727;6229607;384;
2023-11-02;451,00;452,00;433,00;452,00;433,00;451,50;443,251;22641;10035648,5;453;
2023-11-01;435,00;436,00;438,50;438,50;432,50;434,50;434,627;17985;7815105,75;231;
2023-10-31;435,50;437,00;428,00;436,00;426,50;435,00;431,915;11533;4981292,5;321;
2023-10-30;427,50;429,00;433,50;434,50;426,50;427,50;429,65;11159;4794335;379;
2023-10-27;433,00;434,50;432,50;437,00;432,00;432,50;434,151;4389;1905550;182;
2023-10-26;433,50;435,50;430,00;437,00;430,00;432,50;434,048;4260;1849015,5;202;
2023-10-25;433,00;434,00;437,50;442,00;430,50;431,50;436,373;20082;8763104,5;494;
2023-10-24;439,50;440,00;441,00;441,00;436,00;439,00;438,008;6936;3038185,75;187;
2023-10-23;437,00;439,50;444,00;446,00;436,50;436,50;439,741;5674;2494928;170;
2023-10-20;444,50;446,00;445,50;445,50;437,00;444,00;441,539;9115;4024630;255;
2023-10-19;447,00;447,50;454,00;454,00;445,50;445,50;447,685;10713;4796053;278;
2023-10-18;454,50;455,00;459,50;462,50;453,50;453,50;456,049;11089;5057132;268;
2023-10-17;459,50;461,50;460,50;460,50;454,00;459,50;458,253;6148;2817340;221;
2023-10-16;460,50;462,00;459,50;463,00;454,00;460,50;458,448;10118;4638577;245;
2023-10-13;459,00;460,50;462,00;463,00;456,00;459,00;459,224;10189;4679034;249;
2023-10-12;463,00;464,50;470,00;472,00;462,50;462,50;466,306;4977;2320806,5;141;
2023-10-11;467,50;469,50;461,50;472,00;461,50;468,00;467,062;10147;4740061,25;219;
2023-10-10;467,00;468,00;460,50;469,00;460,50;467,50;466,929;6433;3003742,75;183;
2023-10-09;461,00;462,50;464,00;465,50;460,00;460,50;461,927;6002;2772485;207;
2023-10-06;465,50;466,00;466,00;469,00;463,00;465,50;465,708;7813;3638225,5;222;
2023-10-05;465,00;467,00;468,00;471,00;465,00;465,50;467,021;11681;5455058;223;
2023-10-04;466,00;467,50;471,50;475,50;465,00;465,00;468,618;11346;5316936,5;257;
2023-10-03;470,50;472,50;474,00;476,00;469,00;471,50;472,871;10909;5158561;384;
2023-10-02;471,00;472,50;472,50;482,00;471,00;472,00;475,829;21008;9965888,75;298;
2023-09-29;472,50;474,00;469,50;475,50;467,50;470,50;472,518;12816;6055793;286;
2023-09-28;463,00;464,00;466,50;472,00;462,00;464,50;466,663;5444;2540513,5;152;
2023-09-27;465,00;466,50;466,50;473,00;463,00;466,50;468,035;5045;2361235;181;
2023-09-26;465,50;467,50;471,00;473,00;464,00;467,00;469,234;4817;2260301;232;
2023-09-25;476,50;477,00;483,50;484,50;475,00;475,50;479,319;4056;1944119;177;
2023-09-22;482,50;483,50;485,00;485,00;481,00;483,50;483,259;4052;1958168,5;137;
2023-09-21;484,50;485,50;491,00;496,00;484,00;485,00;489,999;6620;3243789,5;227;
2023-09-20;488,50;490,50;483,50;490,50;483,50;489,00;487,165;40195;19581589,75;139;
2023-09-19;481,00;482,00;485,00;485,00;480,00;481,50;481,409;4796;2308839,5;180;
2023-09-18;486,00;487,50;481,50;488,00;481,50;486,00;485,536;4136;2008191,5;174;
2023-09-15;486,00;487,00;488,50;495,00;486,50;487,00;490,029;10307;5050732,5;201;
2023-09-14;486,50;488,00;481,50;489,50;479,00;486,50;480,305;32975;15838057;186;
2023-09-13;481,00;482,00;486,00;486,00;478,50;482,00;481,197;5351;2574861,75;190;
2023-09-12;484,50;485,00;470,50;491,00;470,50;484,50;485,463;4579;2222936;168;
2023-09-11;484,50;486,50;491,00;493,50;482,00;483,50;485,387;5709;2771074,5;222;
2023-09-08;488,50;490,50;489,00;491,50;481,00;488,50;487,303;9089;4429210;263;
2023-09-07;489,00;490,00;497,00;497,00;485,00;489,00;489,691;9296;4551851,5;265;
2023-09-06;495,00;496,50;498,00;498,00;491,00;497,00;494,928;4597;2275554,5;170;
2023-09-05;496,50;498,50;503,00;505,00;496,50;499,00;500,434;4834;2419096,5;169;
2023-09-04;506,00;509,00;509,00;512,00;505,00;505,00;509,097;7975;4060050;170;
2023-09-01;507,00;508,00;506,00;510,00;503,00;507,00;507,381;4829;2449861;129;
2023-08-31;505,00;507,00;511,00;514,00;505,00;505,00;510,301;44144;22526546;212;
2023-08-30;511,00;514,00;513,00;518,00;512,00;512,00;513,848;4716;2423307;183;
2023-08-29;513,00;515,00;513,00;516,00;513,00;513,00;514,329;3342;1718887;138;
2023-08-28;512,00;513,00;516,00;516,00;510,00;513,00;511,867;3694;1890836;121;
2023-08-25;511,00;513,00;516,00;519,00;510,00;510,00;514,322;4460;2293765;178;
2023-08-24;519,00;521,00;506,00;521,00;506,00;521,00;517,37;12440;6435563;296;
2023-08-23;508,00;510,00;507,00;514,00;506,00;507,00;509,934;10080;5140137;253;
2023-08-22;506,00;507,00;500,00;507,00;494,50;507,00;504,42;4768;2405102;173;
2023-08-21;500,00;501,00;505,00;507,00;499,00;499,00;501,146;8803;4411592,5;232;
2023-08-18;507,00;508,00;501,00;511,00;501,00;507,00;505,295;10913;5514283;276;
2023-08-17;505,00;507,00;514,00;514,00;501,00;503,00;507,739;14951;7590684;282;
2023-08-16;511,00;513,00;521,00;521,00;508,00;510,00;513,911;15264;7842488,5;322;
2023-08-15;521,00;524,00;530,00;543,00;520,00;522,00;529,957;26530;14059745,5;605;
2023-08-14;527,00;529,00;523,00;529,00;520,00;527,00;526,058;7162;3768408;211;
2023-08-11;525,00;527,00;530,00;532,00;525,00;525,00;526,668;15761;8301218,5;165;
2023-08-10;529,00;530,00;533,00;534,00;529,00;531,00;530,628;11832;6278370,5;148;
2023-08-09;533,00;534,00;531,00;535,00;528,00;532,00;531,444;5652;3004042;185;
2023-08-08;531,00;532,00;526,00;534,00;526,00;530,00;531,089;9240;4906895;238;
2023-08-07;529,00;530,00;537,00;540,00;526,00;529,00;532,663;16702;8895171,5;196;
2023-08-04;538,00;539,00;535,00;541,00;530,00;537,00;535,77;18308;9809296;229;
2023-08-03;532,00;535,00;538,00;540,00;532,00;535,00;534,601;9715;5193340,5;215;
2023-08-02;538,00;540,00;543,00;543,00;537,00;537,00;538,894;2461;1326218;82;
2023-08-01;543,00;545,00;540,00;544,00;537,00;543,00;541,133;6279;3397596;169;
2023-07-31;538,00;540,00;538,00;540,00;532,00;538,00;537,341;6784;3644965;198;
2023-07-28;539,00;540,00;544,00;545,00;536,00;539,00;539,462;3517;1897518;128;
2023-07-27;544,00;545,00;546,00;548,00;542,00;544,00;545,716;3736;2038451;151;
2023-07-26;543,00;545,00;543,00;548,00;540,00;543,00;544,438;4126;2246282;180;
2023-07-25;542,00;543,00;536,00;544,00;535,00;543,00;540,584;4872;2633726;201;
2023-07-24;535,00;536,00;536,00;541,00;534,00;534,00;537,26;6706;3602863;191;
2023-07-21;537,00;539,00;533,00;539,00;532,00;537,00;536,666;2995;1607315;130;
2023-07-20;533,00;534,00;535,00;540,00;533,00;535,00;536,072;2653;1422200;100;
2023-07-19;538,00;540,00;540,00;541,00;533,00;539,00;537,347;12135;6520028;337;
2023-07-18;538,00;540,00;539,00;543,00;538,00;539,00;540,115;5429;2932040;156;
2023-07-17;536,00;539,00;553,00;553,00;538,00;539,00;541,964;5177;2805746;145;
2023-07-14;549,00;551,00;552,00;553,00;549,00;551,00;551,094;3064;1688552;135;
2023-07-13;550,00;551,00;550,00;552,00;546,00;552,00;550,355;3195;1758385;130;
2023-07-12;548,00;550,00;544,00;551,00;542,00;548,00;547,167;4973;2721163;182;
2023-07-11;543,00;545,00;545,00;545,00;541,00;544,00;543,877;3048;1657892;115;
2023-07-10;543,00;546,00;535,00;546,00;533,00;545,00;541,925;8952;4851999,5;235;
2023-07-07;534,00;535,00;530,00;536,00;529,00;535,00;533,166;5620;2996150;117;
2023-07-06;531,00;533,00;535,00;537,00;530,00;531,00;531,992;6131;3262846,5;154;
2023-07-05;540,00;542,00;544,00;544,00;539,00;539,00;541,298;4458;2413168,5;135;
2023-07-04;544,00;546,00;539,00;546,00;538,00;546,00;544,133;3513;1911545,5;128;
2023-07-03;539,00;540,00;541,00;542,00;536,00;539,00;539,048;5103;2750761;165;
2023-06-30;541,00;543,00;540,00;544,00;538,00;539,00;540,231;5518;2980997;152;
2023-06-29;538,00;539,00;536,00;539,00;532,00;539,00;537,516;3042;1634952,5;104;
2023-06-28;535,00;537,00;532,00;540,00;532,00;536,00;536,108;6971;3737190;173;
2023-06-27;531,00;533,00;531,00;533,00;525,00;531,00;529,371;5260;2784489;163;
2023-06-26;529,00;531,00;536,00;537,00;529,00;529,00;531,145;4526;2403960;153;
